objectid, id, Name, Status, BldSz_Orig, BldSz_Curr, Has_Cave, CaveSize, Prod_Orig, Prod_Curr, Tour_Tastg, Visit_Day, Visit_Week, Visit_Yr, Visit_Mktg, Visit_NmEv, Visit_ALL, EmplyeeNum, ParkingNum, WDO, Last_UP, In_CityBdy, In_AIASP, Notes, SmlWnryExm, Apprv_date, Estab_date, Total_Size, Subj_to_75, GPY_at_75, AVA, SUP_dist
370, 435, THE VINEYARDIST, APVD, 5700, 5700, x, 7500, 20000, 20000, APPT, 15, 20, 1040, 300, 10, 1340, 2, 7, null, P13-00214-VMM, null, null, null, null, 08/25/2006, null, 13200, x, 20000, Diamond Mountain District, 3
371, 436, FONTANELLA WINERY, PROD, 7569, 7569, null, 0, 30000, 30000, APPT, 4, 10, 520, 220, 5, 740, 4, 5, null, 060113-UP, null, null, null, null, 07/05/2006, 09/01/2008, 7569, x, 30000, Mount Veeder, 2
372, 437, BROMAN CELLARS, APVD, 3648, 3648, x, 4375, 20000, 20000, APPT, 2, 10, 520, 195, 10, 715, 3, 10, null, P10-00246, null, null, null, null, 08/15/2007, null, 8023, x, 20000, Napa Valley, 3
373, 438, HOURGLASS WINERY, PROD, 4700, 4700, x, 10400, 30000, 30000, APPT, 10, 22, 1144, 550, 16, 1694, 2, 9, null, P08-00148, null, null, null, null, 04/18/2007, 09/01/2008, 15100, x, 30000, Calistoga, 3
374, 439, KELLY FLEMING WINES, PROD, 6305, 6305, x, 7000, 12000, 12000, APPT, 8, 60, 3120, 490, 6, 3610, 4, 6, null, P08-00538, null, null, null, null, 10/04/2006, 09/01/2010, 13305, x, 12000, Calistoga, 3
375, 440, TOAD HALL CELLARS, UNKNWN, 3360, 3360, x, 6000, 30000, 30000, NO, 0, 0, 0, 0, 0, 0, 2, 2, null, 0601254-UP, null, null, null, null, 04/18/2007, null, 9360, x, 30000, Rutherford, 3
376, 441, THE CAVES AT SODA CANYON, PROD, 0, 0, x, 16000, 30000, 30000, APPT, 20, 70, 3640, 1320, 18, 4960, 4, 6, null, P13-00048-MOD, null, null, null, null, 08/02/2006, 09/05/2013, 16000, x, 30000, Napa Valley, 4
377, 442, HILLVIEW VINEYARD, APVD, 7700, 7700, null, 0, 30000, 30000, APPT, 16, 112, 5824, 1430, 27, 7254, 6, 9, null, P08-00256-VMOD, null, null, null, null, 02/07/2007, null, 7700, x, 30000, Oak Knoll District of Napa Valley, 3
378, 443, B CELLARS, PROD, 6330, 21552, x, 22946, 10000, 45000, APPT, 60, 250, 13000, 860, 16, 13860, 10, 30, null, P12-00371-MOD, null, null, null, null, 02/21/2007, 09/01/2014, 44498, x, 10000, Oakville, 3
379, 444, MORLET FAMILY ESTATE, PROD, 2697, 4121, x, 5000, 20000, 20000, APPT, 12, 25, 1300, 185, 8, 1485, 6, 6, null, P10-00375-MOD, null, null, null, null, 01/02/2008, 09/01/2012, 9121, x, 20000, St Helena, 3
380, 445, GRIFFIN WINERY, APVD, 1275, 1275, null, 0, 2400, 2400, APPT, 4, 28, 1456, 0, 0, 1456, 2, 4, null, P0601274, null, null, null, null, 08/04/2004, null, 1275, x, 2400, Stags Leap District, 4
381, 446, LIEFF WINERY, APVD, 3200, 3200, null, 0, 3000, 3000, APPT, 0, 8, 416, 60, 2, 476, 2, 4, null, P070017-UP, null, null, null, null, 08/01/2008, null, 3200, x, 3000, Napa Valley, 3
382, 447, GANDONA WINERY, PROD, 1800, 4205, x, 4716, 6000, 20000, APPT, 6, 18, 936, 125, 6, 1061, 2, 10, null, P10-00116MMOD, null, null, null, null, 06/04/2008, 09/01/2009, 8921, x, 20000, Napa Valley, 3
383, 367, ROBINSON FAMILY VINEYARDS, PROD, 1086, 1086, x, 2100, 15000, 15000, APPT, 4, 8, 416, 180, 8, 596, 0, 5, null, 02327-UP, null, null, null, null, 11/20/2002, 09/01/2003, 3186, x, 15000, Stags Leap District, 4
384, 448, CLEAVAGE CREEK WINERY, PROD, 6870, 7630, null, 0, 16000, 16000, APPT, 15, 75, 3900, 430, 9, 4330, 3, 20, null, P09-00287-MMOD, null, null, null, null, 05/07/2008, 09/01/2010, 7630, x, 16000, Napa Valley, 3
385, 449, NORMAN ALUMBAUGH WINERY, APVD, 21052, 21052, null, 0, 50000, 50000, APPT, 20, 140, 7280, 244, 8, 7524, 3, 10, null, P0601202-UP, null, null, null, null, 08/01/2007, null, 21052, x, 50000, Napa Valley, 3
386, 451, GRIEVE FAMILY WINERY, APVD, 6115, 6115, x, 8000, 15000, 15000, NO, 0, 0, 0, 100, 3, 100, 4, 6, null, P13-00431-VMM, null, null, null, null, 09/20/2007, null, 14115, x, 15000, Napa Valley, 2
387, 452, PHIFER PAVITT FAMILY VINEYARDS, PROD, 3360, 3360, null, 0, 10000, 10000, APPT, 4, 28, 1456, 110, 9, 1566, 2, 4, null, P0601426-UP, null, null, null, null, 08/25/2009, 09/01/2011, 3360, x, 10000, Calistoga, 3
388, 453, ROBERT FOLEY VINEYARDS, PROD, 0, 1760, x, 12350, 30000, 30000, NO, 10, 60, 3120, 244, 14, 3364, 5, 6, null, P14-00085 MOD, null, null, null, null, 04/04/2007, 09/01/2008, 14110, x, 30000, Howell Mountain, 3
389, 454, V-12 WINERY, APVD, 1800, 1800, x, 7000, 36000, 22500, APPT, 16, 36, 1872, 300, 5, 2172, 3, 11, null, P13-00219-VAR, null, null, null, null, 02/09/2009, null, 8800, x, 22500, Napa Valley, 4
390, 456, VINEYARD 29, PROD, 17804, 17804, x, 14038, 48500, 48500, APPT, 0, 30, 1560, 660, 17, 2220, 4, 5, null, P11-00122, null, null, null, null, 02/21/2001, 09/01/2002, 31842, x, 48500, St Helena, 3
391, 457, SOMERSTON WINERY, PROD, 33142, 34477, x, 18045, 150000, 150000, APPT, 8, 56, 2912, 496, 8, 3408, 12, 28, null, P10-00168-VMM, null, null, null, null, 02/06/2008, 08/01/2010, 52522, x, 150000, Napa Valley, 3
392, 460, CIMAROSSA WINERY, APVD, 5875, 5875, x, 2500, 10000, 10000, APPT, 0, 40, 2080, 400, 11, 2480, 3, 5, null, P0700719-UP, null, null, null, null, 12/17/2008, null, 8375, x, 10000, Howell Mountain, 3
393, 461, MATERRA WINERY, APVD, 20465, 26118, null, 0, 50000, 50000, APPT, 18, 40, 2080, 1100, 26, 3180, 4, 24, null, P0800428-UP, null, null, null, null, 01/07/2009, null, 26118, x, 50000, Oak Knoll District of Napa Valley, 3
394, 467, GATEWAY WINERY, APVD, 261000, 261000, null, 0, 600000, 600000, APPT, 30, 200, 10400, 9000, 36, 19400, 65, 227, null, P06-01532-UP, null, x, null, null, 03/05/2008, null, 261000, null, 0, Napa Valley, 5
396, 468, ROMBAUER VINEYARDS AIRPARK 1, PROD, 91759, 91759, null, 0, 0, 880000, NO, 0, 0, 0, 0, 0, 0, 30, 56, null, P08-00101-UP, null, x, null, null, 05/27/2008, 09/27/2010, 91759, null, 0, Napa Valley, 5
397, 469, SPELLETICH WINERY, PROD, 7300, 7300, null, 0, 60000, 60000, NO, 0, 0, 0, 0, 0, 0, 3, 8, null, P08-00475-UP, null, x, null, null, 10/15/2008, 04/21/2009, 7300, null, 0, Napa Valley, 5
398, 471, BIN TO BOTTLE, PROD, 13000, 13000, null, 0, 310000, 310000, NO, 0, 0, 0, 400, 12, 400, 8, 19, null, P05-0375-UP, null, x, null, null, 12/15/2005, 01/01/2008, 13000, null, 0, Napa Valley, 5
399, 472, GAMBLE FAMILY VINEYARDS, PROD, 32760, 32760, null, 0, 50000, 50000, APPT, 30, 300, 15600, 1410, 34, 17010, 11, 15, null, P13-00324-VMM, null, null, null, null, 04/01/2009, 09/25/2013, 32760, x, 50000, Oakville, 3
400, 473, VENGE VINEYARDS, PROD, 6400, 19298, x, 9000, 20000, 20000, APPT, 20, 140, 7280, 180, 8, 7460, 3, 6, null, P13-00047-MM, null, null, null, null, 12/02/2009, 09/01/2010, 28298, x, 20000, Calistoga, 3
401, 476, CARVER SUTRO WINERY, APVD, 3265, 3265, x, 6700, 20000, 20000, APPT, 20, 120, 6240, 370, 10, 6610, 3, 8, null, P09-00043-UP, null, null, null, null, 07/15/2009, null, 9965, x, 20000, Calistoga, 3
402, 478, BOURASSA WINERY, PROD, 9604, 9604, null, 0, 60000, 60000, APPT, 15, 45, 2340, 500, 10, 2840, 4, 49, null, P09-00053-UP, null, x, null, null, 09/09/2009, 09/01/2010, 9604, null, 0, Napa Valley, 5
403, 479, DAVID BUSBY WINERY, APVD, 18162, 18162, null, 0, 50000, 50000, NO, 0, 0, 0, 0, 0, 0, 7, 26, null, P08-00654-UP, null, x, null, null, 07/01/2009, null, 18162, null, 0, Napa Valley, 5
404, 480, MANSFIELD WINERY, APVD, 15688, 15688, null, 0, 20000, 20000, APPT, 20, 120, 6240, 624, 19, 6864, 2, 11, null, P09-00171-UP, null, null, null, null, 10/27/2009, null, 15688, x, 20000, Napa Valley, 3
405, 459, HUNNICUTT WINERY, PROD, 6087, 11237, x, 14100, 60000, 60000, APPT, 32, 168, 8736, 2720, 56, 11456, 4, 18, null, P10-00398-VMM, null, null, null, null, 12/03/2008, 09/01/2009, 25337, x, 60000, St Helena, 3
406, 481, FISHER WINERY, APVD, 16200, 16200, null, 0, 30000, 30000, APPT, 10, 50, 2600, 575, 23, 3175, 3, 14, null, P08-00346-UP, null, null, null, null, 10/29/2009, 05/19/2010, 16200, x, 30000, Calistoga, 3
407, 330, ENVY WINES, PROD, 3043, 7242, null, 0, 20000, 20000, APPT, 8, 56, 2912, 1460, 26, 4372, 3, 9, null, P11-00163-MOD, null, null, null, null, 02/20/2002, 09/01/2005, 7242, x, 20000, Calistoga, 3
408, 483, MARCIANO WINERY, PROD, 10675, 10675, null, 0, 20000, 20000, APPT, 15, 75, 3900, 375, 7, 4275, 3, 9, null, P08-00423-UP, null, null, null, null, 11/18/2009, 03/25/2013, 10675, x, 20000, St Helena, 3
409, 484, KITCHAK WINERY, PROD, 2348, 6020, null, 0, 5000, 15000, APPT, 20, 140, 7280, 680, 26, 7960, 3, 6, null, P13-00062-MOD, null, null, null, null, 01/20/2010, 09/01/2011, 6020, x, 15000, Napa Valley, 4
410, 485, JOSEPH CELLARS, PROD, 4702, 4941, x, 15798, 30000, 30000, APPT, 75, 525, 27300, 4560, 106, 31860, 6, 28, null, P11-00221-VMM, null, null, null, null, 04/27/2010, 08/26/2013, 20739, x, 30000, Calistoga, 3
411, 486, WALLIS FAMILY ESTATE, APVD, 11711, 11711, null, 0, 30000, 30000, APPT, 18, 108, 5616, 225, 3, 5841, 4, 27, null, P08-00197-UP, null, null, null, null, 04/21/2010, null, 11711, x, 30000, Diamond Mountain District, 3
412, 487, BLOSSOM CREEK, APVD, 5639, 5639, null, 0, 25000, 25000, APPT, 10, 50, 2600, 250, 7, 2850, 2, 5, null, P10-00049-UP, null, null, null, null, 11/15/2011, null, 5639, x, 25000, Calistoga, 3
413, 488, SHUTTERS WINERY, APVD, 9034, 9034, x, 11600, 50000, 50000, APPT, 18, 40, 2080, 1000, 26, 3080, 4, 14, null, P10-00222-UP, null, null, null, null, 06/16/2010, null, 20634, x, 50000, Calistoga, 3
414, 489, ROCCA FAMILY WINERY, APVD, 11770, 11770, null, 0, 20000, 20000, APPT, 32, 224, 11648, 10800, 213, 22448, 8, 11, null, P10-00149-UP, null, x, null, null, 01/05/2011, null, 11770, null, 0, Napa Valley, 5
415, 490, LAST RESORT WINERY, APVD, 9839, 9839, null, 0, 50000, 50000, APPT, 20, 140, 7280, 720, 12, 8000, 3, 14, null, 00095-UP, null, null, null, null, 05/16/2001, null, 9839, x, 50000, Napa Valley, 3
416, 491, HYDE WINERY, APVD, 12552, 12552, null, 0, 30000, 30000, APPT, 20, 120, 6240, 400, 11, 6640, 3, 12, null, P09-00025-UP, null, null, null, null, 08/04/2010, null, 12552, x, 30000, Los Carneros, 1
417, 492, RELIC WINERY, APVD, 8641, 8641, x, 2458, 20000, 20000, APPT, 20, 120, 6240, 518, 11, 6758, 4, 6, null, P14-00203-UP, null, null, null, null, 08/18/2010, null, 11099, x, 20000, Napa Valley, 4
418, 493, YOUNG INGLEWOOD VINEYARDS, PROD, 10941, 10575, null, 0, 30000, 30000, APPT, 16, 112, 5824, 1745, 28, 7569, 6, 10, null, P10-00392-VMM, null, null, null, null, 07/07/2010, 04/01/2013, 10575, x, 30000, St Helena, 3
419, 494, CEJA VINEYARDS, UNKNWN, 21603, 31758, null, 0, 45000, 45000, APPT, 24, 168, 1176, 4485, 56, 5661, 12, 23, null, P11-00404_VMM, null, null, null, null, 06/16/2010, 09/01/2011, 31758, x, 45000, Los Carneros, 1
420, 495, VINEYARD 22, APVD, 1565, 1565, x, 10050, 10000, 10000, APPT, 50, 350, 18200, 270, 9, 18470, 2, 9, null, P11-00307-UD, null, null, null, null, 12/01/2010, null, 11615, x, 10000, Napa Valley, 3
421, 497, CONTINUUM WINERY, PROD, 2750, 28019, x, 21758, 6600, 28000, APPT, 2, 14, 728, 450, 6, 1178, 16, 15, null, P10-00255-MOD, null, null, null, null, 03/07/2001, 09/01/2002, 49777, x, 28000, Napa Valley, 3
422, 404, GAMBLE WINERY, UNKNWN, 7400, 7400, null, 0, 12000, 12000, APPT, 20, 100, 5200, 550, 12, 5750, 2, 4, null, 03155-UP, null, null, null, null, 07/19/2006, null, 7400, x, 12000, Yountville, 3
423, 498, SWANSON WINERY, APVD, 47419, 46100, null, 0, 100000, 100000, APPT, 200, 1400, 72800, 30834, 119, 103634, 30, 70, null, P14-00032-UD, null, null, null, null, 05/16/2012, null, 46100, x, 100000, Oakville, 3
424, 500, EAGLE EYE WINERY, APVD, 8800, 8800, null, 0, 30000, 30000, APPT, 16, 112, 5824, 1452, 53, 7276, 9, 6, null, P13-00287-UD, null, null, null, null, 09/21/2011, null, 8800, x, 30000, Napa Valley, 4
425, 501, LODESTONE VINEYARDS, APVD, 9110, 8752, x, 6550, 20000, 20000, APPT, 35, 245, 12740, 390, 8, 13130, 10, 8, null, P14-00169-VMM, null, null, null, null, 11/16/2011, null, 15302, x, 20000, Napa Valley, 3
426, 477, BRAND NAPA VALLEY, PROD, 6800, 8968, x, 7700, 10000, 10000, APPT, 18, 108, 5616, 1870, 19, 7486, 6, 15, null, P10-00410-VMM, null, null, null, null, 08/05/2009, 09/25/2012, 16668, x, 10000, Napa Valley, 3
427, 23, BURGESS CELLARS, PROD, 9172, 17092, null, 0, 40000, 60000, APPT, 0, 0, 0, 0, 0, 0, 5, 11, x, U-408788, null, null, null, null, 08/08/1972, 09/01/1943, 17092, null, 0, Napa Valley, 3
428, 502, CAIRDEAN WINERY, PROD, 24370, 24370, x, 16500, 50000, 50000, APPT, 25, 175, 9100, 1400, 50, 10500, 14, 14, null, P14-00137-VMM, null, null, null, null, 06/06/2012, 08/26/2014, 40870, x, 50000, St Helena, 3
429, 504, H&L WINERY, APVD, 4496, 5000, null, 0, 30000, 30000, APPT, 20, 140, 7280, 400, 11, 7680, 4, 13, null, P14-00014-VMM, null, null, null, null, 12/05/2012, null, 5000, x, 30000, Oak Knoll District of Napa Valley, 3
430, 505, RANG DONG WINERY, PROD, 40818, 70418, null, 0, 160000, 600000, PUB, 20, 50, 2600, 600, 3, 3200, 40, 88, x, P14-00212-VMM, null, x, null, null, 10/07/1987, 09/01/1988, 70418, null, 0, Napa Valley, 5
431, 167, PRIDE MOUNTAIN VINEYARDS, PROD, 5400, 5400, x, 14000, 50000, 50000, APPT, 20, 20, 1040, 1060, 49, 2100, 5, 6, null, 96038-UPX, null, null, null, null, 10/19/1994, 02/14/2001, 19400, x, 50000, Spring Mountain District, 3
