objectid, id, Name, Status, BldSz_Orig, BldSz_Curr, Has_Cave, CaveSize, Prod_Orig, Prod_Curr, Tour_Tastg, Visit_Day, Visit_Week, Visit_Yr, Visit_Mktg, Visit_NmEv, Visit_ALL, EmplyeeNum, ParkingNum, WDO, Last_UP, In_CityBdy, In_AIASP, Notes, SmlWnryExm, Apprv_date, Estab_date, Total_Size, Subj_to_75, GPY_at_75, AVA, SUP_dist
152, 178, ROBERT MONDAVI WINERY, PROD, 101130, 195377, null, 0, 1200000, 3000000, PUB, 0, 4025, 209300, 19560, 474, 228860, 331, 382, x, 98071-MOD, null, null, null, null, 09/01/1930, 09/01/1966, 195377, x, 1400000, Oakville, 3
153, 144, NAPA WINE CO, PROD, 11525, 80955, null, 0, 1000000, 4000000, APPT, 90, 340, 17680, 500, 3, 18180, 35, 45, x, 00241-MOD, null, null, null, null, 09/01/1877, 09/01/1933, 80955, null, 0, Oakville, 3
154, 159, CARDINALE WINERY, PROD, 11400, 172060, null, 0, 50000, 1280000, APPT, 120, 500, 26000, 600, 6, 26600, 16, 54, x, 99363-MOD, null, null, null, null, 07/02/1980, 09/01/1981, 172060, x, 1230000, Oakville, 3
155, 12, ANTICA NAPA VALLEY, PROD, 47000, 47000, x, 36000, 450000, 450000, PVT, 20, 100, 5200, 0, 0, 5200, 20, 30, x, 95095-MOD, null, null, null, null, 09/01/1987, 10/01/1992, 83000, null, 0, Atlas Peak, 4
156, 133, ASTRALE E TERRA  WINERY, PROD, 1200, 864, null, 0, 1000, 20000, TST APPT, 0, 1, 52, 0, 0, 52, 3, 7, x, P08-00582-UD, null, null, null, x, 08/01/1988, 09/01/1990, 864, null, 0, Atlas Peak, 4
157, 86, GOOSECROSS CELLARS, PROD, 3800, 7151, null, 0, 9000, 30000, APPT, 50, 350, 18200, 710, 15, 18910, 10, 22, x, 02571-UP, null, null, null, null, 10/28/1986, 09/01/1988, 6511, x, 10000, Yountville, 3
158, 111, LA VALLETTE WINERY, UNKNWN, 1600, 1600, null, 0, 20000, 20000, TST APPT, 0, 0, 0, 0, 0, 0, 2, 10, x, null, null, null, null, x, 07/01/1988, 09/01/1989, 1600, null, 0, Napa Valley, 4
159, 74, FAR NIENTE WINERY, PROD, 13000, 18000, x, 39000, 60000, 175000, PUB, 0, 500, 26000, 21550, 832, 47550, 30, 48, x, 99391-MOD, null, null, null, null, 02/01/1979, 09/01/1982, 57000, null, 0, Oakville, 3
160, 206, ROBERT SINSKEY VINEYARDS, PROD, 13000, 9000, x, 10685, 65000, 65000, PUB, 132, 129, 6708, 420, 14, 7128, 10, 30, x, 97431-MOD, null, null, null, null, 02/04/1987, 09/01/1989, 19685, x, 41000, Stags Leap District, 4
161, 8, CLIFF LEDE VINEYARDS, PROD, 4700, 26430, x, 31300, 30000, 120000, PUB, 145, 1015, 52780, 1355, 18, 54135, 24, 42, x, P11-00438-MOD, null, null, null, null, 04/04/1979, 09/01/1979, 57730, x, 90000, Stags Leap District, 3
162, 257, HARLAN ESTATE II, PROD, 37800, 46462, x, 19165, 144000, 144000, PUB, 100, 700, 36400, 0, 0, 36400, 21, 24, x, null, null, null, null, null, 10/21/1981, 09/01/1980, 65627, null, 0, Oakville, 3
163, 157, PARADIGM WINERY, PROD, 1200, 4616, null, 0, 6000, 30000, APPT, 10, 15, 780, 30, 1, 810, 4, 6, x, 99380-MOD, null, null, null, null, 06/15/1988, 09/01/1990, 4616, x, 17000, Oakville, 3
164, 199, SHAFER VINEYARDS, PROD, 8050, 33630, x, 8900, 25000, 200000, APPT, 0, 105, 3750, 1720, 29, 5470, 2, 20, x, 99025-UP, null, null, null, null, 04/18/1979, 06/01/1979, 42530, x, 150000, Stags Leap District, 4
165, 37, BALDACCI FAMILY VINEYARDS, PROD, 576, 576, x, 9240, 20000, 20000, TST APPT, 0, 0, 0, 0, 0, 0, 0, 6, x, null, null, null, null, null, 07/01/1986, 09/01/1989, 9816, null, 0, Stags Leap District, 3
166, 55, FOLIE A DEUX, PROD, 3200, 9700, null, 0, 3600, 50000, PUB, 50, 350, 18200, 0, 0, 18200, 4, 16, null, P05-0225-UP-MODMINOR, null, null, null, null, 09/01/1996, 09/01/1996, 9700, x, 50000, Oakville, 3
167, 49, COSENTINO WINERY, PROD, 11755, 12850, null, 0, 30000, 30000, PUB, 0, 350, 18200, 0, 0, 18200, 5, 29, x, P13-00058-MOD, null, null, null, null, 06/01/1987, 09/01/1990, 12850, null, 0, Oakville, 3
168, 216, QUIXOTE WINERY, PROD, 8050, 8050, null, 0, 20000, 20000, APPT, 10, 70, 3640, 0, 0, 3640, 4, 6, x, U-258586, null, null, null, null, 04/16/1986, 09/01/1997, 8050, null, 0, Stags Leap District, 4
169, 297, STAG'S LEAP WINERY (DOUMANI 5), PROD, 15000, 64689, x, 23500, 60000, 315000, NO, 4, 10, 520, 260, 25, 780, 12, 20, null, U-91-18, null, null, null, null, 11/20/1991, 09/01/1993, 88189, x, 315000, Stags Leap District, 4
170, 154, HAKANSON WINERY, UNKNWN, 720, 720, null, 0, 20000, 20000, NO, 0, 0, 0, 0, 0, 0, 1, 20, x, SW-88889, null, null, null, x, 08/01/1988, 04/12/1996, 720, null, 0, Napa Valley, 3
171, 215, STAGS LEAP WINE WINERY (DOUMANI 1), PROD, 3664, 20739, x, 3200, 5000, 60000, APPT, 40, 280, 14560, 0, 0, 14560, 4, 0, x, P12-00110-MOD, null, null, null, null, 07/11/1973, 12/01/1973, 23939, null, 0, Stags Leap District, 4
172, 213, BERINGER WINE ESTATES, PROD, 6000, 5400, null, 0, 20000, 20000, NO, 1, 7, 364, 0, 0, 364, 2, 3, x, SW-58889-MOD, null, null, null, x, 07/22/1988, 09/01/1991, 5400, null, 0, Stags Leap District, 4
173, 92, BOND ESTATES, PROD, 4402, 4402, x, 10400, 6000, 20000, TST APPT, 0, 10, 520, 0, 0, 520, 4, 10, x, 98573-MOD, null, null, null, x, 12/01/1984, 09/01/1988, 14802, null, 0, Napa Valley, 3
174, 204, SILVERADO VINEYARDS, PROD, 43970, 65030, null, 0, 96000, 360000, PUB, 100, 250, 13000, 7140, 271, 20140, 16, 27, x, 97223-MOD, null, null, null, null, 12/03/1980, 09/01/1981, 65030, x, 120000, Stags Leap District, 3
175, 222, ODETTE WINERY, PROD, 1800, 17680, x, 8160, 2000, 59999, PUB, 12, 24, 47684, 7800, 96, 55484, 14, 28, x, P12-00141-MOD, null, null, null, null, 09/01/1980, 09/01/1983, 25840, x, 39999, Stags Leap District, 4
176, 65, DOMINUS ESTATE WINERY, PROD, 48000, 48000, null, 0, 75000, 125000, APPT, 0, 36, 1872, 1212, 49, 3084, 14, 40, null, 04043-MOD, null, null, null, null, 07/17/1996, 10/01/1997, 48000, x, 125000, Yountville, 3
177, 162, PINE RIDGE WINERY, PROD, 17700, 35896, x, 31830, 120000, 300000, PUB, 119, 833, 43316, 12640, 112, 55956, 30, 69, x, 99420-MOD, null, null, null, null, 09/01/1978, 09/01/1978, 67726, x, 60000, Stags Leap District, 3
178, 214, STAGS LEAP WINE CELLARS, PROD, 2500, 53248, x, 34860, 20000, 330000, PUB, 0, 0, 0, 0, 0, 0, 86, 105, x, P13-00211-VMM, null, null, null, null, 03/21/1973, 06/01/1973, 88108, x, 120000, Stags Leap District, 4
179, 278, REGUSCI WINERY, PROD, 2980, 2980, null, 0, 25000, 25000, APPT, 3, 10, 520, 0, 0, 520, 1, 10, null, 95550-UP, null, null, null, null, 05/15/1996, 09/01/1996, 2980, x, 25000, Stags Leap District, 4
180, 62, DOMAINE CHANDON, PROD, 113396, 326074, null, 0, 250000, 1980000, PUB, 150, 1050, 54600, 13582, 29, 68182, 178, 255, x, P11-00213, null, null, null, null, 10/02/1974, 09/01/1975, 326074, null, 0, Yountville, 3
181, 279, HARTWELL WINERY, PROD, 8000, 8000, x, 5000, 12000, 36000, APPT, 24, 120, 6240, 465, 8, 6705, 10, 23, null, P11-00389-MOD, null, null, null, null, 08/21/1996, 09/01/1998, 13000, x, 36000, Stags Leap District, 3
182, 193, SCIAMBRA WINERY, PROD, 4209, 5159, null, 0, 10000, 10000, NO, 0, 0, 0, 0, 0, 0, 2, 6, null, P05-0433-MOD, null, null, null, null, 10/21/1992, 10/01/1998, 5159, x, 10000, Atlas Peak, 4
183, 39, CHATEAU POTELLE, PROD, 4800, 5790, null, 0, 6000, 48000, PUB, 36, 250, 13000, 0, 0, 13000, 4, 20, x, null, null, null, null, null, 03/01/1976, 09/01/1978, 5790, null, 0, Mount Veeder, 3
184, 42, CHIMNEY ROCK VINEYARDS, PROD, 14000, 48500, null, 0, 59250, 145000, PUB, 100, 350, 18200, 6106, 149, 24306, 18, 23, x, 02192-MOD, null, null, null, null, 02/26/1986, 09/01/1989, 48500, x, 85000, Stags Leap District, 4
185, 131, HOPPER CREEK WINERY, PROD, 3300, 3300, null, 0, 10000, 20000, TST APPT, 0, 0, 0, 0, 0, 0, 2, 3, x, null, null, null, null, x, 03/06/1984, 09/01/1984, 3300, null, 0, Yountville, 3
186, 101, BELL WINE CELLARS, PROD, 3848, 11409, null, 0, 20000, 60000, APPT, 100, 250, 12820, 1760, 28, 14580, 15, 14, x, P13-00055-MOD, null, null, null, null, 10/01/1980, 09/01/1984, 11409, x, 40000, Yountville, 3
187, 44, CLOS DU VAL WINE CO, PROD, 15000, 59882, null, 0, 36000, 350000, PUB, 175, 900, 46800, 4496, 94, 51296, 33, 55, x, P13-00380-VMM, null, null, null, null, 08/15/1973, 09/01/1974, 59882, x, 100000, Stags Leap District, 4
188, 41, DAHL VINEYARDS, PROD, 1200, 1200, null, 0, 20000, 20000, NO, 0, 0, 0, 0, 0, 0, 1, 4, x, SW188889, null, null, null, x, 10/11/1988, 10/01/1995, 1200, null, 0, Yountville, 3
189, 36, CHATEAU CHEVRE WINERY, UNKNWN, 2310, 2310, null, 0, 5000, 5000, TST APPT, 0, 0, 0, 0, 0, 0, 1, 6, x, null, null, null, null, null, 08/01/1978, 09/01/1979, 2310, null, 0, Yountville, 3
190, 165, ELYSE WINERY, PROD, 1450, 6650, null, 0, 600, 60000, APPT, 6, 24, 1248, 0, 0, 1248, 7, 6, x, null, null, null, null, null, 06/05/1985, 09/01/1985, 6650, x, 60000, Yountville, 3
191, 289, ARDENTE ESTATE WINERY, PROD, 900, 900, null, 0, 8000, 8000, NO, 0, 0, 0, 0, 0, 0, 0, 4, null, 97421-UP, null, null, null, null, 08/19/1998, 09/01/2001, 900, x, 8000, Atlas Peak, 4
192, 114, JOEL GOTT WINES, PROD, 13000, 13490, null, 0, 35000, 120000, APPT, 17, 85, 4420, 0, 0, 4420, 9, 22, x, P11-00218, null, null, null, null, 05/07/1980, 10/01/1980, 13490, x, 85000, Yountville, 3
193, 47, COMBS BROTHERS CELLARS, UNKNWN, 900, 900, null, 0, 2000, 10000, TST APPT, 5, 20, 1040, 0, 0, 1040, 0, 15, x, null, null, null, null, x, 12/01/1985, 09/01/1986, 900, null, 0, Yountville, 3
194, 107, WING CANYON VINEYARD, PROD, 1600, 1600, null, 0, 12500, 12500, NO, 0, 0, 0, 0, 0, 0, 0, 0, null, U-90-20, null, null, null, null, 03/20/1991, 09/01/1992, 0, x, 12500, Mount Veeder, 2
195, 252, WHITE ROCK VINEYARDS, PROD, 0, 0, x, 6000, 5000, 20000, TST APPT, 2, 10, 520, 0, 0, 520, 2, 4, x, null, null, null, null, x, 03/30/1987, 06/01/1987, 6000, null, 0, Napa Valley, 4
196, 273, WINERY OF THE ROSES, UNKNWN, 4500, 4500, null, 0, 20000, 20000, TST APPT, 0, 2, 104, 0, 0, 104, 2, 0, x, null, null, null, null, x, 06/01/1982, 12/01/1982, 4500, null, 0, Napa Valley, 4
197, 207, SKY VINEYARDS, PROD, 0, 0, null, 0, 4000, 2377, APPT, 0, 0, 0, 0, 0, 0, 0, 0, x, null, null, null, null, null, 09/01/1973, 09/01/1979, 0, null, 0, Mount Veeder, 2
198, 201, SIGNORELLO WINERY, PROD, 2320, 2320, null, 0, 20000, 20000, APPT, 20, 120, 6240, 240, 12, 6480, 4, 15, x, 02269-MOD, null, null, null, null, 05/21/1980, 09/01/1987, 2320, null, 0, Napa Valley, 4
199, 109, KATES VINEYARD, PROD, 1200, 1200, null, 0, 20000, 20000, TST APPT, 0, 0, 0, 0, 0, 0, 2, 5, x, null, null, null, null, x, 09/01/1986, 09/01/1988, 1200, null, 0, Oak Knoll District of Napa Valley, 3
200, 225, DARIOUSH  WINERY, PROD, 21252, 21252, null, 0, 25000, 100000, PUB, 100, 400, 20800, 5280, 428, 26080, 8, 30, x, 02301-MOD, null, null, null, null, 01/09/1980, 09/01/1989, 21252, x, 100000, Napa Valley, 4
201, 132, MAYACAMAS VINEYARDS, PROD, 0, 0, null, 0, 50000, 5000, APPT, 0, 0, 0, 0, 0, 0, 11, 0, x, null, null, null, null, null, 09/01/1889, 09/01/1944, 0, null, 0, Mount Veeder, 2
202, 138, MONTICELLO CELLARS (CORLEY FAMILY), PROD, 11500, 11500, null, 0, 60000, 100000, PUB, 12, 84, 4368, 0, 0, 4368, 6, 40, x, U-328283, null, null, null, null, 08/05/1981, 09/01/1980, 11500, null, 0, Oak Knoll District of Napa Valley, 3
203, 145, SILENUS VINTNERS, PROD, 1076, 13740, null, 0, 12000, 72000, APPT, 70, 490, 25480, 1680, 18, 27160, 11, 50, x, P06-0193MOD, null, null, null, null, 06/29/1977, 09/01/1981, 13740, x, 60000, Oak Knoll District of Napa Valley, 3
204, 106, JARVIS VINEYARDS, PROD, 20424, 20424, x, 51724, 40000, 40000, APPT, 50, 350, 18200, 0, 0, 18200, 4, 20, null, 94294-MOD, null, null, null, null, 01/22/1992, 10/01/1992, 72148, x, 40000, Napa Valley, 4
205, 140, MT  VEEDER WINERY, PROD, 2240, 3300, null, 0, 6000, 20000, APPT, 0, 2, 104, 0, 0, 104, 0, 0, x, U-767172, null, null, null, null, 08/07/1972, 12/01/1972, 3300, null, 0, Mount Veeder, 2
206, 4, BLACK STALLION, PROD, 43600, 43600, null, 0, 100000, 100000, PUB, 50, 350, 18200, 0, 0, 18200, 2, 45, x, P13-00391, null, null, null, null, 05/21/1980, 09/01/1985, 43600, null, 0, Oak Knoll District of Napa Valley, 3
207, 127, ANDRETTI WINERY, PROD, 1230, 15500, null, 0, 20000, 100000, PUB, 20, 100, 5200, 0, 0, 5200, 5, 20, x, 97220-MOD, null, null, null, null, 06/01/1985, 12/01/1985, 15500, null, 0, Oak Knoll District of Napa Valley, 3
208, 251, BEAU VIGNE WINERY, PROD, 1200, 1200, null, 0, 8000, 8000, NO, 0, 0, 0, 0, 0, 0, 2, 5, x, P07-00823, null, null, null, null, 09/01/1984, 12/01/1984, 1200, null, 0, Oak Knoll District of Napa Valley, 3
209, 271, WILLIAM HILL WINERY, PROD, 16000, 102490, x, 30000, 335000, 720000, APPT, 100, 250, 13000, 0, 0, 13000, 8, 80, x, P05-0180, null, null, null, null, 07/01/1987, 09/01/1990, 132490, x, 385000, Napa Valley, 4
210, 64, DOMAINE MONTREAUX, PROD, 7956, 7956, null, 0, 10000, 20000, NO, 0, 0, 0, 0, 0, 0, 2, 6, x, P11-00274, null, null, null, null, 11/01/1986, 11/01/1987, 7956, null, 0, Oak Knoll District of Napa Valley, 3
211, 224, RAZI WINERY, PROD, 1600, 4600, null, 0, 20000, 20000, APPT, 15, 50, 2600, 0, 0, 2600, 0, 0, x, null, null, null, null, null, 08/03/1988, 09/01/1989, 4600, null, 0, Napa Valley, 4
212, 203, SILVERADO HILL VINEYARD LLC, PROD, 6950, 27454, null, 0, 50000, 200000, APPT, 70, 490, 25480, 3612, 126, 29092, 24, 54, x, P06-01241-MOD, null, null, null, null, 06/06/1979, 10/01/1979, 27454, x, 150000, Oak Knoll District of Napa Valley, 3
213, 205, SIMONE WINERY, UNKNWN, 3000, 3000, null, 0, 5000, 5000, TST APPT, 0, 0, 0, 0, 0, 0, 0, 2, x, null, null, null, null, x, 08/01/1988, 09/01/1990, 3000, null, 0, Oak Knoll District of Napa Valley, 3
214, 50, OBRIEN FAMILY VINEYARD, PROD, 4200, 4200, null, 0, 20000, 20000, NO, 0, 0, 0, 0, 0, 0, 2, 6, x, null, null, null, null, null, 07/01/1982, 12/01/1982, 4200, null, 0, Oak Knoll District of Napa Valley, 3
215, 232, CARAVAN SERAI WINERY, PROD, 2400, 38419, null, 0, 2000, 100000, APPT, 400, 2800, 145600, 5616, 236, 151216, 22, 52, x, P10-00206, null, null, null, null, 07/01/1988, 09/01/1989, 38419, x, 98000, Oak Knoll District of Napa Valley, 3
216, 124, LUNA VINEYARDS, PROD, 4080, 16480, null, 0, 50000, 150000, APPT, 60, 420, 21840, 2860, 77, 24700, 15, 28, x, P09-00255-VMM, null, null, null, null, 05/17/1978, 09/01/1980, 16480, null, 0, Oak Knoll District of Napa Valley, 3
217, 97, HESS COLLECTION WINERY, PROD, 89093, 92369, null, 0, 480000, 1000000, PUB, 0, 610, 31720, 3220, 503, 34940, 35, 45, x, P07-00603, null, null, null, null, 06/04/1986, 09/01/1932, 92369, x, 520000, Mount Veeder, 2
218, 160, PHOENIX VINEYARDS, PROD, 2580, 2580, null, 0, 5000, 5000, TST APPT, 0, 10, 520, 0, 0, 520, 2, 6, x, null, null, null, null, x, 11/26/1986, 09/01/1991, 2580, null, 0, Oak Knoll District of Napa Valley, 3
219, 280, ANTHEM WINERY AND VINEYARDS, PROD, 1600, 1680, null, 0, 30000, 30000, NO, 5, 1, 52, 0, 0, 52, 0, 2, null, 96006-UP, null, null, null, null, 12/18/1996, 10/01/1997, 1680, x, 30000, Mount Veeder, 3
220, 83, FRISINGER VINEYARDS, PROD, 576, 1008, x, 5000, 1000, 20000, APPT, 0, 0, 0, 0, 0, 0, 2, 10, x, null, null, null, null, x, 11/01/1985, 09/01/1986, 6008, null, 0, Oak Knoll District of Napa Valley, 3
221, 172, DAVIANA WINERY, PROD, 4840, 4840, x, 1200, 10000, 20000, TST APPT, 0, 2, 104, 0, 0, 104, 1, 5, x, null, null, null, null, x, 11/02/1984, 09/01/1985, 6040, null, 0, Coombsville, 4
222, 31, SODARO WINERY, PROD, 3620, 4900, null, 0, 20000, 20000, TST APPT, 0, 0, 0, 148, 13, 148, 2, 2, x, 02234-MOD, null, null, null, null, 02/01/1983, 12/01/1983, 4900, x, 20000, Coombsville, 5
223, 75, FARELLA PARK VINEYARDS, PROD, 550, 5200, null, 0, 8000, 12500, APPT, 4, 4, 208, 50, 0, 258, 2, 4, x, P11-00194, null, null, null, null, 06/05/1985, 12/01/1985, 5200, x, 4500, Coombsville, 5
224, 270, WHITFORD CELLARS, PROD, 3600, 4291, x, 1414, 20000, 20000, NO, 0, 0, 0, 0, 0, 0, 2, 5, x, P08-0100-MODVMIN, null, null, null, null, 07/01/1982, 09/01/1983, 5705, null, 0, Coombsville, 5
225, 245, TULOCAY WINERY, PROD, 1160, 1160, null, 0, 2400, 7500, PVT, 0, 0, 0, 0, 0, 0, 2, 4, x, 03350-CLN, null, null, null, null, 05/21/1975, 09/01/1976, 1160, null, 0, Coombsville, 5
226, 219, STAR HILL WINERY, UNKNWN, 800, 800, null, 0, 1900, 2090, APPT, 0, 0, 0, 0, 0, 0, 1, 5, x, U-348586, null, null, null, null, 05/01/1986, 12/01/1986, 800, null, 0, Coombsville, 5
227, 91, GRIGGS WINERY, UNKNWN, 541, 541, null, 0, 20000, 20000, APPT, 0, 0, 0, 0, 0, 0, 0, 6, x, null, null, null, null, null, 06/17/1981, 09/01/1981, 541, null, 0, Coombsville, 5
228, 40, TRUCHARD VINEYARDS, PROD, 1632, 1632, x, 8438, 13000, 60000, APPT, 35, 100, 5200, 1865, 175, 7065, 2, 10, x, null, null, null, null, null, 07/01/1986, 09/01/1990, 10070, null, 0, Los Carneros, 1
229, 46, ARTESA WINERY, PROD, 121081, 121081, null, 0, 450000, 900000, PUB, 250, 1750, 91000, 11714, 1673, 102714, 45, 152, x, 99211-UP, null, null, null, null, 01/11/1989, 09/01/1991, 121081, null, 0, Los Carneros, 2
230, 28, MICHAEL MONDAVI FAMILY WINERY, PROD, 3200, 28965, null, 0, 35500, 240000, PUB, 28, 51, 2652, 0, 0, 2652, 10, 28, x, 98503-MOD, null, null, null, null, 04/04/1973, 09/01/1974, 28965, null, 0, Los Carneros, 2
231, 61, DOMAINE CARNEROS, PROD, 49060, 71426, null, 0, 0, 432000, PUB, 450, 1400, 72800, 1100, 16, 73900, 42, 144, x, P13-00258, null, null, null, null, 09/16/1987, 09/01/1989, 71426, null, 0, Los Carneros, 1
232, 137, MADONNA ESTATE - MONT ST  JOHN CELLARS, PROD, 5200, 15280, null, 0, 50000, 50000, PUB, 0, 50, 2600, 0, 0, 2600, 6, 26, x, null, null, null, null, null, 05/01/1978, 09/01/1983, 15280, null, 0, Los Carneros, 1
233, 188, SAINTSBURY, PROD, 6300, 13150, null, 0, 60000, 135000, APPT, 12, 24, 1248, 250, 9, 1498, 6, 13, x, P07-00446, null, null, null, null, 07/20/1983, 08/01/1983, 13150, x, 45000, Los Carneros, 1
234, 177, ROBERT MONDAVI CARNEROS WINERY, PROD, 18248, 19640, null, 0, 0, 340000, NO, 0, 0, 0, 100, 2, 100, 9, 10, null, 99012-MOD, null, null, null, null, 06/02/1993, 09/01/1993, 19640, x, 340000, Los Carneros, 1
235, 169, ETUDE WINERY, PROD, 40520, 40520, null, 0, 76000, 150000, PUB, 200, 740, 38480, 19725, 1127, 58205, 22, 50, x, P09-00256, null, null, null, null, 11/17/1982, 09/01/1983, 40520, null, 0, Los Carneros, 1
236, 170, KENT RASSMUSSEN WINERY CARNEROS ESTATES, PROD, 400, 17162, null, 0, 1200, 100000, APPT, 24, 168, 8736, 1602, 54, 10338, 10, 12, x, P13-00181, null, null, null, null, 01/01/1986, 12/01/1986, 17162, x, 100000, Los Carneros, 1
237, 141, MCKENZIE MUELLER WINERY, PROD, 4400, 24623, null, 0, 20000, 96000, APPT, 25, 50, 2600, 0, 0, 2600, 5, 12, x, U-89-17, null, null, null, null, 07/28/1989, 03/03/1990, 24623, null, 0, Los Carneros, 1
238, 1, ACACIA WINERY, PROD, 8000, 34436, null, 0, 50000, 250000, APPT, 75, 525, 27375, 3612, 63, 30987, 22, 97, x, 001_02169-MOD_AcaciaWinery, null, null, null, null, 11/01/1979, 09/01/1982, 34436, x, 125000, Los Carneros, 1
239, 21, BOUCHAINE VINEYARDS, PROD, 32000, 39588, null, 0, 225000, 225000, PUB, 30, 150, 1800, 1452, 25, 3252, 12, 18, x, 03092-MOD, null, null, null, null, 08/03/1983, 08/03/1985, 39588, null, 0, Los Carneros, 1
240, 286, JAMIESON RANCH VINEYARDS, PROD, 52365, 56215, null, 0, 200000, 3700000, APPT, 600, 2000, 104000, 14700, 74, 118700, 21, 75, null, P12-00409-MOD, null, null, null, null, 11/19/1997, 08/01/1998, 56215, x, 3700000, Napa Valley, 5
241, 82, FREEMARK ABBEY, PROD, 8820, 30232, null, 0, 60000, 60000, PUB, 0, 1800, 93600, 0, 0, 93600, 12, 198, x, P13-00135-MM, null, null, null, null, 09/01/1886, 09/01/1967, 30232, null, 0, St Helena, 3
243, 243, TREFETHEN VINEYARDS, PROD, 17600, 52500, null, 0, 160000, 500000, PUB, 0, 800, 41600, 5100, 383, 46700, 14, 48, x, P13-00146-VMM, null, null, null, null, 09/01/1886, 09/01/1973, 52500, x, 200000, Oak Knoll District of Napa Valley, 3
244, 25, CAKEBREAD CELLARS, PROD, 11230, 61173, null, 0, 250000, 500000, APPT, 736, 3240, 168459, 38614, 732, 207073, 64, 117, x, 03511-MOD, null, null, null, null, 05/03/1978, 09/01/1979, 61173, x, 356250, Rutherford, 3
245, 259, CASTELLO DI AMOROSA, PROD, 96244, 119460, x, 30000, 250000, 250000, PUB, 200, 600, 31200, 0, 0, 31200, 6, 100, x, P05-0098, null, null, null, null, 01/06/1988, 03/01/2004, 149460, null, 0, Diamond Mountain District, 3
246, 5, ALTAMURA WINERY, PROD, 11800, 11800, x, 3115, 50000, 50000, APPT, 0, 20, 1040, 0, 0, 1040, 2, 10, null, P13-00206, null, null, null, null, 03/01/1995, 10/28/1996, 14915, x, 50000, Napa Valley, 4
247, 59, DIAMOND MOUNTAIN WINERY, PROD, 1408, 1408, x, 1540, 10000, 10000, APPT, 25, 25, 1300, 222, 16, 1522, 2, 10, null, 02024-MOD, null, null, null, null, 07/20/1994, 07/09/1996, 2948, x, 10000, Diamond Mountain District, 3
248, 284, MEADOWOOD LANE WINERY, PROD, 6000, 9520, x, 15000, 5000, 48000, APPT, 19, 90, 4680, 1140, 50, 5820, 4, 6, null, P06-0208-UP, null, null, null, null, 12/17/1997, 09/01/2006, 24520, x, 48000, St Helena, 3
249, 287, HAGAFEN CELLARS, PROD, 6800, 6800, null, 0, 50000, 50000, APPT, 25, 150, 7800, 725, 12, 8525, 6, 22, null, 99477-MOD, null, null, null, null, 03/04/1998, 09/01/2003, 6800, x, 50000, Napa Valley, 4
250, 288, CORISON WINERY, PROD, 9480, 9480, null, 0, 20000, 20000, APPT, 25, 10, 520, 106, 8, 626, 3, 7, null, 98194-MOD, null, null, null, null, 07/22/1998, 09/01/2005, 9480, x, 20000, St Helena, 3
251, 291, MAXVILLE LAKE WINERY, PROD, 23662, 23662, x, 14995, 59000, 59000, APPT, 130, 370, 19240, 3950, 369, 23190, 10, 30, null, 03224-MOD, null, null, null, null, 07/22/1998, 09/01/2003, 38657, x, 59000, Chiles Valley District, 3
252, 293, MARTIN ESTATE, PROD, 5420, 5420, null, 0, 20000, 20000, APPT, 25, 25, 1300, 312, 16, 1612, 1, 5, null, 99161-X, null, null, null, null, 10/21/1998, 09/01/2003, 5420, x, 20000, Rutherford, 3
253, 294, KULETO VILLA VINEYARDS, PROD, 17847, 18299, null, 0, 75000, 75000, APPT, 15, 0, 450, 0, 0, 450, 3, 24, null, 99207-MOD, null, null, null, null, 10/07/1998, 09/01/2000, 18299, x, 75000, Napa Valley, 3
254, 295, LAIRD FAMILY ESTATES, PROD, 63781, 147356, null, 0, 450000, 900000, APPT, 200, 600, 31200, 5360, 110, 36560, 47, 64, null, P14-00066, null, null, null, null, 08/19/1998, 09/01/2001, 147356, x, 900000, Oak Knoll District of Napa Valley, 3
255, 296, HENDRY RANCH WINERY, PROD, 23000, 23000, null, 0, 59000, 59000, APPT, 0, 20, 1040, 60, 2, 1100, 4, 6, null, 99129-X, null, null, null, null, 10/07/1998, 09/01/2005, 23000, x, 59000, Oak Knoll District of Napa Valley, 2
256, 300, YOUNG WINERY, PROD, 10340, 8384, null, 0, 20000, 20000, APPT, 1, 2, 104, 0, 0, 104, 1, 12, null, 98046-UP, null, null, null, null, 10/21/1998, 07/01/1999, 8384, x, 20000, Napa Valley, 3
257, 301, BARREL TEN QUARTER CIRCLE, PROD, 96200, 96200, null, 0, 44500000, 44500000, APPT, 10, 70, 3640, 2640, 36, 6280, 94, 75, null, 98068-UP, null, x, null, null, 01/20/1999, 09/01/2003, 96200, null, 0, Napa Valley, 5
258, 302, ROBERT CRAIG WINERY, PROD, 10944, 12600, null, 0, 20000, 25000, APPT, 12, 6, 312, 168, 8, 480, 4, 5, null, A1998-013, null, null, null, null, 04/07/1999, 09/01/2005, 12600, x, 25000, Howell Mountain, 3
259, 303, SMITH FAMILY WINERY, PROD, 1500, 1500, null, 0, 7500, 7500, APPT, 10, 20, 1040, 15, 1, 1055, 2, 3, null, 98389-UP, null, null, null, null, 06/16/1999, 09/01/2001, 1500, x, 7500, Spring Mountain District, 3
260, 304, ELAN VINEYARDS, PROD, 2940, 3040, null, 0, 15000, 15000, NO, 0, 0, 0, 0, 0, 0, 2, 4, null, 98359-UP, null, null, null, null, 06/02/1999, 09/01/2000, 3040, x, 15000, Atlas Peak, 4
